Country,Year,GDP_per_capita,Female_Labor_Participation,Male_Labor_Participation,Female_Tertiary_Education,Male_Tertiary_Education,education_gap,labor_participation_gap,Region
Argentina,2010,8374.43893389217,64.14335949775682,81.04930305881194,54.86078789766633,36.85242675439973,18.008361143266598,-16.905943561055125,South America
Argentina,2011,23432.8754720413,63.18785611427271,81.07666086406488,10.45985258083148,8.43042172351084,2.0294308573206408,-17.888804749792165,South America
Argentina,2012,23849.27638138132,63.70884569829322,80.52631214270376,21.86245437484001,15.35446041165465,6.50799396318536,-16.81746644441054,South America
Argentina,2013,16726.53406824798,64.0916969847785,80.63107628341773,29.65488623333802,11.81395512979575,17.840931103542268,-16.539379298639233,South America
Argentina,2014,14802.54188489226,64.98864027182836,80.91949823945711,11.21579832157269,0.0,11.21579832157269,-15.930857967628754,South America
Argentina,2015,12937.26853556583,63.99159960127136,80.75562994070813,37.84006312291751,19.11696763970189,18.723095483215623,-16.764030339436772,South America
Argentina,2016,22819.32476494031,63.73690605377006,80.64868754299442,47.03843088771022,33.09811606780486,13.94031481990536,-16.91178148922436,South America
Argentina,2017,25812.97605699858,63.31947700605522,80.98270334637279,42.49819653888826,28.45885899373419,14.03933754515407,-17.663226340317564,South America
Argentina,2018,17566.80802482226,63.04514650646748,80.44113809244938,37.13223173537883,31.40140669281314,5.730825042565691,-17.395991585981896,South America
Argentina,2019,7953.478264633599,63.45402056860012,81.3594826527514,36.5677315784074,25.75502914620527,10.812702432202126,-17.905462084151274,South America
Argentina,2020,16888.32476144257,63.62900083142742,81.02399081547155,13.9228190671133,13.41580419880415,0.5070148683091507,-17.39498998404413,South America
Argentina,2021,8628.440531009619,64.45208005760156,80.79109448306643,23.99669484729714,4.899389234033261,19.097305613263877,-16.339014425464867,South America
Argentina,2022,12407.33948149228,62.95801330922954,81.44448334973708,15.80363202534581,14.88357918491076,0.9200528404350496,-18.48647004050754,South America
Argentina,2023,13403.29959866078,64.55743203253364,80.88553596814167,40.79250490261082,28.09063188525795,12.701873017352874,-16.328103935608027,South America
Argentina,2024,7425.572470394526,63.65068364345091,81.59576768894664,42.12096391031578,41.59073769948334,0.5302262108324385,-17.945084045495726,South America
Bolivia,1995,12783.06102388994,45.76905388643441,63.08244444210852,15.03890006887133,14.67446355584034,0.3644365130309897,-17.313390555674104,South America
Bolivia,1996,13264.33708692465,46.64103666101702,62.98007969022154,15.90824138108281,1.973498073799801,13.934743307283009,-16.339043029204518,South America
Bolivia,1997,13943.01939995423,47.05991220715746,62.87928146734257,28.60090428963916,13.07264507479922,15.52825921483994,-15.819369260185113,South America
Bolivia,1998,12905.96190791482,46.63625718458204,63.45761302621535,35.26261862239286,18.73346930023802,16.529149322154836,-16.821355841633306,South America
Bolivia,1999,14372.0881918916,46.68002625901181,63.157078760117,43.62592280385192,28.57843221509832,15.0474905887536,-16.47705250110519,South America
Bolivia,2000,15392.8014207655,46.7389743997722,62.85880365917344,27.54575062760393,25.20441029905182,2.3413403285521106,-16.119829259401243,South America
Bolivia,2001,12429.28932905638,46.86694139194161,63.20146994195181,14.2418857042596,0.0,14.2418857042596,-16.334528550010198,South America
Bolivia,2002,13218.04265988538,46.38587567556944,63.06394582510563,15.55987411530757,5.707372029490385,9.852502085817186,-16.67807014953619,South America
Bolivia,2003,16153.19119489388,46.3314823144195,63.28378392489154,21.17979192597263,1.915341137160404,19.264450788812226,-16.952301610472034,South America
Bolivia,2004,22718.74400138115,46.85714402710087,63.13175769085372,41.46993190676312,27.55495812707078,13.914973779692343,-16.274613663752845,South America
Bolivia,2005,20075.01605329612,46.83676878906483,63.78492085058449,39.1828055925436,37.62811285324391,1.5546927392996892,-16.948152061519664,South America
Bolivia,2006,12198.1332297099,46.91597577408424,63.69083122238396,55.54635922469213,39.09561436622874,16.450744858463395,-16.774855448299725,South America
Bolivia,2007,10079.46086733629,47.66082716912283,63.48181200683558,58.49571989073016,41.65334142801598,16.84237846271418,-15.82098483771275,South America
Bolivia,2008,13803.40311245539,45.94788395679847,62.94816746373306,59.83184185369527,48.72320774164272,11.108634112052556,-17.000283506934586,South America
Bolivia,2009,13996.38583869809,47.0565227523694,62.80769384180441,40.90641202289479,33.74315766223798,7.163254360656815,-15.751171089435005,South America
Bolivia,2010,16154.7476317057,47.52067377395691,63.16268236090705,53.83268013291725,45.76302280866931,8.069657324247935,-15.64200858695014,South America
Bolivia,2011,23708.24419356946,47.42941356496183,62.83850293244516,29.61220225498662,20.86270381451203,8.74949844047459,-15.409089367483332,South America
Bolivia,2012,25137.89348432838,47.49627631224367,63.15020840474512,17.3536740464519,0.0,17.3536740464519,-15.65393209250145,South America
Bolivia,2013,22348.45443541774,46.72875041214861,62.50774734060722,16.40229194788862,13.36423807764273,3.038053870245891,-15.77899692845861,South America
Bolivia,2014,17716.61847340359,46.48816432752731,62.81021591405251,19.61445094043354,18.79707861510396,0.817372325329579,-16.322051586525205,South America
Bolivia,2015,17834.14972576294,46.22747662498597,62.96188517901503,41.39501947454539,39.75983883556795,1.6351806389774453,-16.73440855402906,South America
Bolivia,2016,9122.670131928913,46.68893376135024,63.06168909075922,28.5236051395691,18.83314543574867,9.69045970382043,-16.372755329408974,South America
Bolivia,2017,55880.90498157594,46.62057976641746,63.30094705953592,36.63086332275115,31.78145325005656,4.849410072694592,-16.680367293118465,South America
Bolivia,2018,24857.88592176524,46.42181134407439,62.80351556953487,49.45856193036691,39.48971795178576,9.968843978581155,-16.38170422546048,South America
Bolivia,2019,58858.96782208055,47.01455280803798,62.81680612432125,27.80483629489231,8.074531319032719,19.730304975859593,-15.80225331628327,South America
Bolivia,2020,18225.80584352183,46.41977650163474,62.98184235548978,14.01168728308211,3.521459491677017,10.490227791405093,-16.56206585385504,South America
Bolivia,2021,17807.49009183392,46.29131595517486,62.95494857144869,38.580634473495,32.98105260028931,5.599581873205693,-16.66363261627383,South America
Bolivia,2022,39491.86474466757,46.3634682079244,62.58651534041984,24.43152766201279,12.80676323356055,11.62476442845224,-16.223047132495438,South America
Bolivia,2023,12943.26836942547,46.76879712185386,62.86985596103401,22.73203273818819,9.101978293709607,13.630054444478585,-16.101058839180155,South America
Bolivia,2024,16322.17855281118,45.50927553613201,62.88891139397805,16.21486117427724,1.59751167020435,14.61734950407289,-17.37963585784604,South America
Brazil,1995,4130.436545235218,57.39048420880826,72.84999579468361,36.15327123845596,28.97666155598591,7.176609682470048,-15.459511585875347,South America
Brazil,1996,4285.94688453754,57.20855817816452,73.41866634044958,35.13601950462396,30.49176560168761,4.644253902936349,-16.210108162285053,South America
Brazil,1997,4525.852733801758,57.38142970164647,72.7629058279255,49.7012594635148,37.29980434494453,12.401455118570269,-15.381476126279026,South America
Brazil,1998,4495.168223241558,57.08992196674119,73.14949677810468,38.49448424356582,23.24531052875201,15.24917371481381,-16.05957481136349,South America
Brazil,1999,5187.268052323408,57.11130069957895,72.90012822776605,37.13622216737981,32.10024098924076,5.035981178139053,-15.788827528187099,South America
Brazil,2000,4201.564900401585,57.4189165804922,73.27902023000586,39.31149160083986,29.19371802315054,10.117773577689317,-15.860103649513654,South America
Brazil,2001,6320.087141850736,57.62875678823266,73.09340892159577,46.82221178123614,28.13487148585585,18.68734029538029,-15.46465213336311,South America
Brazil,2002,5193.660677486474,58.60296502957051,73.18553641063322,10.23160115023014,3.561617716407259,6.669983433822882,-14.582571381062706,South America
Brazil,2003,4583.812741422088,57.6476894854421,73.4093882744736,18.81934932531117,8.851993870521571,9.967355454789598,-15.761698789031499,South America
Brazil,2004,3964.189597058601,57.87384941320445,72.47487903841206,58.05351587347275,55.08026131841049,2.9732545550622547,-14.601029625207609,South America
Brazil,2005,5036.014503142287,57.41274746917846,72.82508074668077,19.53438603318333,18.80339267622143,0.7309933569618998,-15.412333277502306,South America
Brazil,2006,5389.242687579755,58.02791061322191,72.23054520338607,19.09640652476356,1.860694104493209,17.23571242027035,-14.202634590164159,South America
Brazil,2007,7004.466521857517,56.67034997064689,72.91978331913099,21.09860809664747,16.47711216488604,4.62149593176143,-16.249433348484096,South America
Brazil,2008,5202.722866029401,57.38299236752044,72.98924706670472,22.1586095499727,7.713270912859519,14.44533863711318,-15.606254699184284,South America
Brazil,2009,10566.04647127607,56.83007479654864,72.83118061506563,11.32661019369099,7.697901491895039,3.6287087017959516,-16.001105818516997,South America
Brazil,2010,3654.925689231162,56.71286886322721,72.78345898778443,30.47058260956202,19.42963899252242,11.040943617039598,-16.07059012455722,South America
Brazil,2011,8900.785091429185,57.31814035338348,72.92763608863491,22.89438427166012,20.10726279020363,2.787121481456488,-15.609495735251436,South America
Brazil,2012,11190.543038049,56.68939578882311,73.0585958371771,38.82582377571268,33.34471936196856,5.48110441374412,-16.36920004835398,South America
Brazil,2013,4593.896456245345,57.59708818501766,73.51451064405065,29.15692641247487,18.77857230681812,10.37835410565675,-15.917422459032984,South America
Brazil,2014,14190.83591426495,57.15961293555335,73.08791811936977,27.78363582324746,13.40271771956255,14.38091810368491,-15.928305183816427,South America
Brazil,2015,20140.40088605077,57.18134265945814,73.0569468525852,12.57129067421252,2.643965730187789,9.92732494402473,-15.87560419312706,South America
Brazil,2016,6990.343488338386,57.15753298690198,73.10110673818464,31.74136693018731,26.81332626540517,4.9280406647821415,-15.943573751282663,South America
Brazil,2017,3122.634756111705,57.79836073237416,72.49949053183957,32.30028864789779,28.59763007112539,3.7026585767723965,-14.701129799465413,South America
Brazil,2018,13944.42519449759,57.74196873755855,73.21394919841386,34.47124818215703,30.04705934576498,4.424188836392048,-15.471980460855306,South America
Brazil,2019,11758.25512585392,57.40054330582477,73.162342529956,52.22746992675352,45.84546046188841,6.382009464865114,-15.761799224131238,South America
Brazil,2020,5790.027016259342,56.63103951751954,73.17866061355609,46.23833857643807,44.93121176045923,1.3071268159788403,-16.54762109603655,South America
Brazil,2021,4182.561680528888,57.85539243334505,73.28868011775215,11.06347054251936,0.0,11.06347054251936,-15.433287684407098,South America
Brazil,2022,8818.789005639856,57.9452049539975,72.82332107346184,59.20417345996476,43.83870518267439,15.365468277290368,-14.878116119464345,South America
Brazil,2023,3472.367565575337,57.73044844969195,72.93824246407429,10.89369673667069,0.0,10.89369673667069,-15.207794014382344,South America
Brazil,2024,3661.851293940672,56.79833043886318,73.23313758143803,53.95591537810824,35.06127493228003,18.89464044582821,-16.434807142574847,South America
Chile,1995,5839.577083565278,65.08128441611338,77.18852639111608,48.97922367833767,41.97671849500307,7.002505183334598,-12.107241975002708,South America
Chile,1996,6386.506058145533,65.54531090810423,76.93055190981889,21.19088074113115,10.45139228326288,10.73948845786827,-11.385241001714661,South America
Chile,1997,5858.469815469447,64.6412080041413,77.18753541516121,28.6344258506157,23.43935017540917,5.195075675206528,-12.546327411019902,South America
Chile,1998,6381.689972510906,64.57625313459121,77.16891218343541,51.23404829625746,44.27786413821359,6.956184158043875,-12.592659048844197,South America
Chile,1999,6766.493940893415,64.65541273871577,77.27897224715143,44.87357308346418,31.27075764825817,13.602815435206011,-12.623559508435662,South America
Chile,2000,7569.403113380963,64.75149974395087,77.14578990387373,51.6067088978871,41.45735422267038,10.14935467521672,-12.39429015992286,South America
Chile,2001,6801.227341242717,64.85827705818737,76.69381895564976,48.0513951251014,37.22606355157919,10.825331573522213,-11.835541897462392,South America
Chile,2002,7808.831851738787,65.13900703896756,77.15775853489065,25.04817834734081,10.88473657443518,14.163441772905628,-12.018751495923084,South America
Chile,2003,9019.942992408816,64.07346533171741,76.93409924376226,34.43215952023328,19.02401116407742,15.408148356155856,-12.860633912044847,South America
Chile,2004,7707.411477711623,64.11105183390117,76.44213401095772,14.11905228079213,0.5090662392978729,13.609986041494258,-12.331082177056544,South America
Chile,2005,8603.03217862359,64.7854708522196,77.65576689675804,54.70496018395672,50.105868066135,4.599092117821719,-12.870296044538435,South America
Chile,2006,5107.541899650434,64.20928907201407,77.5349051791657,53.43115839778054,37.8992213419457,15.531937055834845,-13.325616107151632,South America
Chile,2007,9272.154748746569,65.49963504917551,77.16073214885418,44.27826436144857,35.67214646345931,8.606117897989257,-11.66109709967867,South America
Chile,2008,9878.832831965941,64.8991109915647,76.89746030070127,10.58102699540503,9.132089239513855,1.4489377558911745,-11.998349309136572,South America
Chile,2009,3951.200973130904,65.21526611218145,77.33751584553899,22.10225079312637,2.368998927783444,19.733251865342925,-12.122249733357535,South America
Chile,2010,9471.004358546206,65.58675793499287,77.36498448511644,14.39332495724167,7.380786333058052,7.012538624183619,-11.778226550123563,South America
Chile,2011,4968.249301040219,64.69450863766632,77.64108175599858,41.82151247718183,27.69199794744381,14.129514529738017,-12.946573118332267,South America
Chile,2012,11231.72299368695,64.8648739690694,76.90769476463205,26.9725096271403,10.67600735221006,16.29650227493024,-12.042820795562662,South America
Chile,2013,16533.30591820282,64.9338585864555,77.72435405973131,22.35516170050732,19.16426809824356,3.1908936022637597,-12.790495473275811,South America
Chile,2014,5765.068191443265,65.09647652812704,76.92966579676217,21.42273706656493,1.496058745430098,19.926678321134833,-11.833189268635124,South America
Chile,2015,12408.55808813257,64.3236625015101,77.02456283671673,27.29674962734815,19.87597436765609,7.420775259692057,-12.700900335206626,South America
Chile,2016,3076.429454768202,64.94728469338928,77.41590528872737,55.03509320056293,46.60067466309382,8.434418537469114,-12.468620595338095,South America
Chile,2017,23001.53097629349,65.52510446118302,76.91410698749087,58.56975470208198,54.95021564789219,3.6195390541897865,-11.389002526307848,South America
Chile,2018,12016.99347767416,65.10685886140652,76.9905914983179,18.17619362925114,10.35456289621592,7.821630733035221,-11.883732636911375,South America
Chile,2019,3699.412035377755,65.41547217779856,76.96146543755016,18.48789525437704,8.092416283256684,10.395478971120356,-11.545993259751597,South America
Chile,2020,12344.57628286106,64.05676783477942,76.97334124965396,11.83357134667715,0.0,11.83357134667715,-12.916573414874534,South America
Chile,2021,13065.38931848714,65.05007960770483,77.41086083415328,36.5584764000516,17.82636255415238,18.732113845899224,-12.360781226448452,South America
Chile,2022,12040.70757132246,65.20137882271709,77.07756082391116,59.33150614794234,40.02913221922143,19.30237392872091,-11.876182001194067,South America
Chile,2023,21408.00620274882,65.0083030220583,77.40117883090163,25.39649707955954,11.30288182482661,14.093615254732931,-12.392875808843328,South America
Chile,2024,784.2696867687204,64.5231743037614,77.67598520410377,57.23071097370116,43.56575040790825,13.66496056579291,-13.152810900342374,South America
Colombia,1995,17771.38473613821,52.44290661662476,62.14916484367996,42.8922652301518,22.90399071473847,19.98827451541333,-9.706258227055201,South America
Colombia,1996,18483.16848189911,52.7208636858039,62.39644898309392,30.20701608255165,23.66635285128688,6.5406632312647695,-9.67558529729002,South America
Colombia,1997,19282.34693113268,52.53599086527233,62.85908995464587,28.32307674356989,20.39962291138479,7.9234538321851,-10.323099089373535,South America
Colombia,1998,18427.49102038018,51.44192886525687,62.38110220046009,43.41063992775081,31.02083300755852,12.389806920192289,-10.939173335203222,South America
Colombia,1999,19370.51231619766,52.78135091217258,62.33588971358727,36.68012733634392,24.52202548047503,12.158101855868892,-9.554538801414694,South America
Colombia,2000,19563.58960743304,52.0919495551644,62.58978835504352,15.07104142246083,5.353606238734313,9.717435183726517,-10.49783879987912,South America
Colombia,2001,23696.8002582739,51.90956909293534,61.89853204780779,16.09430466684738,12.47131767615377,3.622986990693608,-9.988962954872449,South America
Colombia,2002,22141.128780544,53.14160564958012,62.53884781137074,34.17728233599624,18.05743134049307,16.119850995503167,-9.397242161790615,South America
Colombia,2003,23249.80198185422,52.28790010348734,62.83400901483443,30.55142349033524,13.75419743300083,16.79722605733441,-10.54610891134709,South America
Colombia,2004,23497.24315554014,52.59187501129468,62.26191349247343,14.77676569173341,2.299579198201949,12.47718649353146,-9.67003848117875,South America
Colombia,2005,25245.880792727,51.85083719192599,62.36593070369886,37.3348706357035,32.69592871338399,4.6389419223195105,-10.515093511772868,South America
Colombia,2006,25563.90128490086,52.37548414619231,62.4715378569072,45.87988828290881,32.03116525642142,13.848723026487392,-10.096053710714884,South America
Colombia,2007,25067.65803509105,51.95121822432084,61.98524922809353,26.16857810577604,21.63545006123628,4.533128044539758,-10.03403100377269,South America
Colombia,2008,28464.43832937557,51.83877217556056,62.48220062743094,42.54386845235971,31.884712721333,10.659155731026711,-10.643428451870385,South America
Colombia,2009,31128.26771188064,53.19156381792227,62.39401342755163,44.50024454103329,40.48157076785216,4.018673773181128,-9.202449609629355,South America
Colombia,2010,50287.26806298498,53.01002491185693,62.38012887827184,21.73210409277268,13.74578577658651,7.9863183161861695,-9.37010396641491,South America
Colombia,2011,25247.98102265764,52.60833148902318,62.49471912241511,51.30338151262642,35.6628197592187,15.640561753407724,-9.886387633391934,South America
Colombia,2012,45465.22039932944,51.68299523004708,62.20523916559728,25.27621553290118,17.33658519141551,7.939630341485671,-10.5222439355502,South America
Colombia,2013,39308.41857085069,52.23392583778922,62.54755468837516,50.87248542455958,43.26001955502797,7.612465869531611,-10.313628850585935,South America
Colombia,2014,25867.12880042582,52.50251290229296,62.6520412301177,44.74755444512309,37.82555991436737,6.921994530755725,-10.14952832782474,South America
Colombia,2015,23121.4909277073,52.31708186019059,63.21162628689056,17.31869960811245,9.968011162281824,7.350688445830626,-10.894544426699966,South America
Colombia,2016,22359.26748482469,52.47217123432063,62.48835952166699,15.2832342130872,2.466707919283072,12.816526293804127,-10.01618828734636,South America
Colombia,2017,14567.49740471127,52.42688763135617,62.26556296964437,21.95900521079628,19.11401783705236,2.8449873737439226,-9.838675338288198,South America
Colombia,2018,26859.65377964174,52.36951725634495,62.28378445010707,40.76097191155054,34.63589949581831,6.125072415732234,-9.914267193762122,South America
Colombia,2019,13522.83760911934,52.11381215549887,62.43361075187651,46.6807190280701,31.29462115524331,15.386097872826792,-10.319798596377638,South America
Colombia,2020,59724.91422897257,52.02250999599998,62.46760505750225,20.76009360086188,20.51767810798401,0.24241549287786768,-10.445095061502265,South America
Colombia,2021,13748.4211461762,52.20282290058707,61.88411559364511,26.233796344503,11.48665479674701,14.747141547755989,-9.68129269305804,South America
Colombia,2022,148549.5360977347,51.78088220912683,61.78925094355565,25.77034478740064,12.0076506656698,13.762694121730839,-10.00836873442882,South America
Colombia,2023,28766.61949480798,52.67896720065814,62.8953333976348,35.9204010972602,32.91702108091937,3.0033800163408344,-10.216366196976658,South America
Colombia,2024,87328.18972295822,52.10380096841976,62.49917584742924,10.60542376174437,0.0,10.60542376174437,-10.39537487900948,South America
Costa Rica,1995,8041.104881890139,45.85942326863913,63.64334345058621,24.77223887387101,9.387775917108339,15.384462956762672,-17.78392018194708,Central America
Costa Rica,1996,8375.362348815139,45.42975697295442,63.21238229925079,12.09756117158181,0.0,12.09756117158181,-17.78262532629637,Central America
Costa Rica,1997,8394.046092179635,45.72539303180712,63.74617273211106,56.40418201630249,51.91186977942544,4.492312236877055,-18.02077970030394,Central America
Costa Rica,1998,8921.392727447777,46.61920045734565,62.9566696944708,54.34624501046348,41.43002875735935,12.916216253104125,-16.33746923712515,Central America
Costa Rica,1999,8534.07649095172,45.73238686761964,63.21302486633224,18.87143847348534,7.970900095546575,10.900538377938766,-17.480637998712602,Central America
Costa Rica,2000,11184.5881783525,45.79094086825181,63.09222513604976,46.64007723831253,35.79533312847556,10.844744109836967,-17.301284267797953,Central America
Costa Rica,2001,9997.72168989779,44.71071551279758,63.51363469051866,10.46658099135466,5.533003700922205,4.933577290432455,-18.80291917772108,Central America
Costa Rica,2002,9986.379018235388,45.48658526373247,63.03247606792452,40.79927251300895,37.03877782070063,3.7604946923083205,-17.545890804192048,Central America
Costa Rica,2003,9128.41205173811,45.59844098974008,63.05216271026264,25.28021077451074,7.74719553794673,17.533015236564008,-17.453721720522566,Central America
Costa Rica,2004,11390.48434283782,46.45457881799219,63.16774134850293,44.78090732484034,44.71654205275477,0.06436527208557408,-16.713162530510736,Central America
Costa Rica,2005,8322.393339493425,46.87019653520962,63.11835792459009,43.82339686131811,27.72361686770271,16.0997799936154,-16.24816138938047,Central America
Costa Rica,2006,10611.53598070859,45.18199745066433,63.28661986696402,49.43074823362032,39.08536710478813,10.345381128832187,-18.104622416299684,Central America
Costa Rica,2007,7897.109951577478,44.65782858383896,63.2628279984345,42.12825997675958,33.70329891087814,8.42496106588144,-18.60499941459554,Central America
Costa Rica,2008,9928.074878772042,45.47785484295057,62.99980043317026,19.22381265668197,11.9791038236362,7.244708833045772,-17.521945590219687,Central America
Costa Rica,2009,11242.43436496927,44.70687720959406,63.38458251844274,19.30507089231386,3.252204696399655,16.052866195914206,-18.67770530884868,Central America
Costa Rica,2010,10138.5537447173,45.57733943985017,63.81930768318823,40.51125747388207,37.80417582832835,2.707081645553721,-18.241968243338057,Central America
Costa Rica,2011,10529.78227511473,45.489260017287,63.02423742816034,32.486992122527,16.95278098342337,15.534211139103629,-17.53497741087334,Central America
Costa Rica,2012,7408.741015076666,44.37897676223902,63.55284582309562,58.16972171067752,46.96635804144069,11.203363669236829,-19.173869060856603,Central America
Costa Rica,2013,4924.249095919874,45.32657055370234,63.52591160807386,40.42636363482333,33.43623619308696,6.9901274417363695,-18.199341054371523,Central America
Costa Rica,2014,5735.265499138434,45.22380110397646,63.04455647308299,53.00698466747175,38.55069860330207,14.456286064169682,-17.82075536910653,Central America
Costa Rica,2015,7299.300664056539,45.63416883389868,62.96599050059162,33.11477805003036,24.87946721834019,8.235310831690171,-17.331821666692946,Central America
Costa Rica,2016,1847.425743309105,45.60149374621319,63.06923132181856,20.06818910679872,14.89577240903794,5.172416697760779,-17.467737575605376,Central America
Costa Rica,2017,13456.42060909169,46.40343612161027,63.38455598612212,59.24948280704375,43.80923328084395,15.4402495261998,-16.981119864511854,Central America
Costa Rica,2018,10683.28673378421,46.03265178094907,63.26428104508346,51.10515803001127,43.49675787986003,7.60840015015124,-17.23162926413439,Central America
Costa Rica,2019,14008.33130220539,44.8719579032168,63.56340088455987,55.75450342035216,45.09392607542936,10.6605773449228,-18.691442981343066,Central America
Costa Rica,2020,8032.199559200768,45.26932197621676,63.59662044946165,17.03557640243792,12.99526303438812,4.040313368049798,-18.327298473244895,Central America
Costa Rica,2021,6414.696668347427,45.80289642517222,63.90638967996025,58.35633076295852,50.00111117745653,8.355219585501992,-18.103493254788027,Central America
Costa Rica,2022,5800.224429038682,45.05990012830205,63.4161243333496,37.98778418191912,27.4397917394656,10.547992442453516,-18.356224205047553,Central America
Costa Rica,2023,16422.7140637883,45.41451374597014,63.38917735722581,33.55839494664073,17.1256569924313,16.432737954209433,-17.97466361125567,Central America
Costa Rica,2024,11087.0940261445,46.23959416565604,63.28077178549764,15.03187392617667,10.23439167105777,4.797482255118901,-17.041177619841605,Central America
Cuba,1995,10655.96664139201,58.18671657519235,73.99535899729678,26.25520077158495,12.528656837863,13.726543933721949,-15.808642422104427,Caribbean
Cuba,1996,11260.73505722087,57.36375673664086,74.18354536100888,35.63273765725265,29.52652412331802,6.106213533934628,-16.819788624368023,Caribbean
Cuba,1997,11767.46649145129,56.90641568548816,74.2433491338846,38.022031549022,35.80224216475237,2.2197893842696317,-17.336933448396444,Caribbean
Cuba,1998,11987.33700999965,57.63520432216307,74.35644523974433,12.10123375857026,0.0,12.10123375857026,-16.721240917581262,Caribbean
Cuba,1999,10955.01497076054,57.94008353581708,74.08505846787531,25.23755476930667,8.649661472129726,16.587893297176944,-16.144974932058233,Caribbean
Cuba,2000,12323.79305932146,57.73454735080861,73.83253455252496,33.43839827322529,27.41309305802528,6.02530521520001,-16.09798720171635,Caribbean
Cuba,2001,14403.12522450246,57.13281449818879,74.15475984645799,21.97550849547691,6.083942921473099,15.89156557400381,-17.0219453482692,Caribbean
Cuba,2002,14694.14553908636,57.19789612200651,74.03708497515683,55.48134097182962,42.09733571306805,13.384005258761569,-16.83918885315032,Caribbean
Cuba,2003,14538.44607115303,58.90855729174768,73.48325623673416,32.16900071895938,20.0272091445843,12.14179157437508,-14.574698944986487,Caribbean
Cuba,2004,10594.93446967649,57.0575806703152,74.26112703079035,42.61121297727362,23.60059192554955,19.010621051724065,-17.20354636047515,Caribbean
Cuba,2005,24933.36313915994,57.61831129993855,73.99460694211524,23.84071538956529,4.410061571544276,19.430653818021014,-16.376295642176693,Caribbean
Cuba,2006,12480.18009129237,57.79080678119208,73.65424786997477,10.38320163246127,6.001825450424112,4.381376182037158,-15.863441088782686,Caribbean
Cuba,2007,19698.28315001052,57.27602506214541,74.17030979858265,40.85332580589007,38.57655793635804,2.27676786953203,-16.894284736437243,Caribbean
Cuba,2008,37633.49339784557,57.55551110601616,74.34910985150795,29.72880377988232,21.29224020910569,8.43656357077663,-16.793598745491785,Caribbean
Cuba,2009,19253.49524075973,58.33045198118893,74.30264026318905,12.55676907210504,7.404624665430599,5.152144406674441,-15.972188282000118,Caribbean
Cuba,2010,11267.79228559201,57.21064587759836,74.12911050643673,30.94738950937377,15.92382855320541,15.02356095616836,-16.91846462883837,Caribbean
Cuba,2011,18579.74239339633,57.48063599191816,74.39418750087705,55.66434737881184,43.41287801191545,12.251469366896387,-16.91355150895889,Caribbean
Cuba,2012,26355.73766759898,57.59396561104193,73.80283069569798,34.30002468988015,22.75602695518913,11.543997734691022,-16.208865084656047,Caribbean
Cuba,2013,5228.647275492191,57.93111478926374,74.28290396032074,23.76905871277093,17.64278873720667,6.126269975564263,-16.351789171057,Caribbean
Cuba,2014,31452.3108573082,57.82882429277231,74.17287354352871,39.10993732970569,31.68648886095314,7.423448468752547,-16.3440492507564,Caribbean
Cuba,2015,8785.653617375201,58.30580135570709,73.95028948470838,11.27238799528754,0.0,11.27238799528754,-15.644488129001289,Caribbean
